"NUTS","Country","Population_density","Percentage_early_leavers_from_education","Percentage_of_NEET","Percentage_of_people_studying_or_training","Life_expectancy","Hospital_beds","Air_passengers","Utilised_agricoltural_area","Unemployement_rate","GVA","First_wave_density","Second_wave_density","Latitude","Longitude","Students_in_tertiary_education","Students","Deaths","Discharges_after_respiratory_disease","Health_personnel","Vehicles","Farm_labour_force","Compensation_of_employees","Hours_worked","GDP"
"ITI4","IT",343,11.9,17.6,7.8,83.8,338.37,49250,1241600,9.1,104.1,0.00163472731379328,0.0374159528814914,41.9898,12.7501,5116.70170439738,4759.26472887746,17.0114842677693,925.082961238424,468.856959188283,73406.6403738902,1962.92371040881,1420.98441544903,79316.9015063329,3489.40267908334
"LU00","LU",239.8,8.2,6.6,16.3,82.7,426.45,4366,131040,6.8,112.1,0.0101020910130521,0.0763654193845151,49.771,6.0943,1134.30909683313,6256.90775393383,107.765752873306,1550.88479619124,284.296000051109,76512.6783238674,563.80049448338,5015.25934822746,111545.936164368,10144.6299999361
"LV00","LV",30.2,7.2,7.1,6.6,75.7,542.32,7786,1877720,8.1,111.3,0.000695611149697931,0.0418215891071592,56.6829,26.382,4212.19547354764,6331.63405716382,77.7821169748516,1567.56260893496,327.781199627819,43414.9422726617,4303.14387932955,728.60890875018,87798.8572476968,1594.83297731532
"MT00","MT",1595.1,16.7,9.3,11,82.9,430.84,7318,10880,4.3,125,0.00292869302943852,0.037414199205541,35.886,14.4312,3122.64363616576,5205.96077455866,148.090422182663,1550.88479619124,374.10312419835,70703.5470806353,864.809819575408,1120.79741295543,50549.0492922163,2612.30867297362
"NL11","NL",247.9,6.1,5.6,19.9,81.3,278.069383867612,16238.8,162960,5.2,97.4,0.000914884973697057,0.0389389382555055,53.2675,6.6929,8773.67862275674,6052.40788849327,164.261110902493,822.543038851888,541.079359443968,55151.6899768889,955.849972519313,1802.28926068418,69767.8308691749,4210.73248831644
"NL12","NL",191,6.4,4.5,16.4,82,210.601666166235,16238.8,226440,3.9,104.7,0.00118161663002322,0.0370639903870564,53.0649,5.8002,3967.0316651717,6948.30581099981,152.057751512792,820.054249742675,235.400188012438,60599.3934983391,1453.94233772388,1508.40747926401,67512.004640307,3189.08635494348
"NL13","NL",184.5,6.5,5.6,18.1,81.9,210.029474823494,177,150220,3.7,103.4,0.00119712689545092,0.0410426144765254,52.8638,6.6292,2984.30973784744,6655.90400298168,218.802792080732,828.873647408656,292.901098277839,62447.2838790963,1286.25309409701,1526.69127089908,65610.6562524054,3180.42180999105
"NL21","NL",344.9,6.8,4.7,17.3,81.9,258.589752595357,16238.8,198730,3.5,109.8,0.00290862228859796,0.060906430283395,52.4452,6.4397,4643.30018943467,7147.24459440161,77.763707344938,754.039466417069,263.763263438076,57659.3720266413,1158.80337850975,1885.22770873516,75114.116754387,3915.75748920773
"NL22","NL",415.8,6.1,4.3,17.6,82.1,258.832061985389,16238.8,232440,3.5,108.2,0.00344926441260393,0.0536220392415549,52.0672,5.9378,4849.00898966036,6709.45448409168,43.8106917129445,834.77472156598,367.506059583346,57285.5463596478,964.547602245881,1851.76840119044,73383.1842726966,3919.42671739331
"NL23","NL",292.5,9,5.5,18,82.4,230.364464421984,16238.8,88600,3.9,111.5,0.00284855834580316,0.0567182243907513,52.5438,5.4817,3866.94750378823,7965.56199337621,139.858304906849,705.165937388451,122.925339403954,101488.342186322,1151.24308249472,1472.03093936235,61980.1381018909,3488.34927816822
"NL31","NL",934.6,6,3.7,22.2,82.7,379.635148049503,16238.8,64470,3.5,114.8,0.00384845413729665,0.0597780070359171,52.0749,5.2003,6037.53247156866,7241.26403942903,56.8513020085186,745.206866727662,584.35558291156,61508.7880742645,388.862905738267,2649.57388054101,86427.2443567502,5748.71648710499
"NL32","NL",1041.2,7.4,5.6,20.5,82.4,407.606862204935,71690,128040,3.9,114.5,0.00383674124257213,0.0584099402436581,52.5945,4.9123,5291.52878233126,6484.22466606495,28.1976866339506,627.464163385167,482.440345237256,48250.2855503699,568.843424631893,2678.94692426916,87545.0377787741,6172.28489262299
"NL33","NL",1292.2,7,4.3,19.9,82.2,301.105288559714,2102,128640,4.4,105.2,0.00466656108393053,0.0623024496708196,51.9388,4.4867,5472.37279928766,6894.5615721394,22.4963337596704,748.524623701259,364.767877778991,48148.3449906111,695.457280521668,2129.15688624226,75017.7002424219,4559.5592125522
"NL34","NL",212.6,7.4,3.5,17.7,82.6,247.813556657234,16238.8,122180,2.6,106.1,0.0025815670894526,0.0387469751335114,51.3073,3.7883,2760.451435247,6387.94434245661,267.669392523364,761.171144859813,163.760013351135,61605.578271028,1468.10330440587,1644.1192423231,69793.8397029373,3752.5763518024
"NL41","NL",514.8,8,3.9,17.5,82.3,311.43621468561,6785,246900,3.5,109.9,0.00451744178106912,0.0599710100255369,51.5461,5.4595,4687.08970699837,6458.71659861371,35.2542280297547,790.181645795576,262.470468658248,62802.8584192856,1070.24898993545,2166.67869705087,81101.3068898986,4715.99774479068
"NL42","NL",517.7,7.5,4.6,15.3,81.8,271.009495899114,440,97940,3.5,107.9,0.00465180392785184,0.0574713055215668,51.1854,5.9292,4452.19794826535,5521.02978783585,94.329489500994,890.887136692502,350.518841282813,59216.2019189027,1149.3007972603,1903.23853988673,75027.7702937967,4103.82643767773
"PT11","PT",169.3,10.5,8.5,8.4,82.4,334.11,13203,646610,6.8,111.7,0.00551807968924896,0.0851734856956182,41.4531,-7.6933,3382.19771109752,5610.07099188944,27.5775325297916,2764.85747641202,531.558135202882,52767.4803770521,3796.84382287773,778.745394141757,88055.2568736159,1769.87937923631
"PT15","PT",88.9,19.9,12.8,9.4,80.7,277.45,9061,92230,8.3,115.3,0.00226958572647272,0.0428643768561562,37.2026,-8.1299,1903.25862328527,6799.1770185627,275.646318709142,22548.2771677395,419.246086960489,52767.4803770521,2627.70126321264,836.065199837593,101505.545088343,2316.94821694959
"PT16","PT",79.2,6,8.8,10.4,82,317.51,14,558020,5.6,109.8,0.00208588431347346,0.0500192803360867,40.1425,-7.9946,3548.70934498723,5327.68678812151,57.7431408231238,4458.29020626577,500.296533824024,52767.4803770521,4353.07143646396,743.893094482667,84303.5902015303,1803.97197473487
"PT17","PT",1015.9,7,8.5,12.5,82.2,385.42,31204,74370,7.7,109.7,0.00993688339773518,0.0951023863607789,38.6221,-8.8878,4848.71852901156,6663.00651841669,35.0934176005633,3452.44880681961,650.898692125652,52767.4803770521,384.175865932402,1200.27402216765,96618.7990522731,2681.11447323202
"PT18","PT",22.7,12.7,7.6,10.3,80.7,214.46,3,2146510,5.9,102.9,0.00122204275588383,0.0386568600455889,38.4793,-8.0017,2209.3284016362,5763.04576770117,209.561171684943,14030.4985537032,310.265443015337,52767.4803770521,6391.24103338547,741.091577982224,84435.8306910148,1903.09811257554
"RO11","RO",75,14.9,12.1,0.7,75.7,732.38,2994,1783180,3.8,129.2,0.0023097797818899,0.0372968196562102,47.225,23.3458,3672.40853425159,4820.15396699967,49.1048033134584,2434.92556612962,335.318472075179,42084.1954770869,8495.62441190706,381.050070482828,83759.877115319,1053.43583668083
"RO12","RO",68.2,21.7,24.3,0.7,75.7,728.07,853,1693990,7.1,120.5,0.00372079802110396,0.0373047477434589,46.186,24.8114,2431.45705119953,5152.61190257929,53.6774686304716,2679.59665218898,321.320047381531,41086.4574702375,6746.07940294432,394.200255224367,71112.2347856815,1159.28929431413
"RO21","RO",87.5,21.7,24.3,0.6,74.6,664.57,853,1693990,7.1,120.5,0.00506776751254738,0.031396312293019,47.0893,26.6947,2431.45705119953,5152.61190257929,53.6774686304716,3337.6158726401,321.320047381531,41086.4574702375,6746.07940294432,394.200255224367,71112.2347856815,998.913525249846
"RO22","RO",70.9,20.6,19.9,0.6,74.4,622.8,23,2092500,7.4,113.6,0.00421521845306531,0.0312788560519726,45.4531,26.9744,1628.95897145304,4942.44880634016,61.4921284371173,2066.88735564875,220.731050132073,38712.1540060772,8176.34589359055,313.246260886685,72742.3655957404,959.24363331638
"RO31","RO",86.1,17,17.7,2.2,75.5,516.39,3253.14285714286,2250950,5.9,103.2,0.00499142475845943,0.0372630089998676,44.5192,25.3492,711.731261304981,4634.80086689902,50.7176594829488,2222.97971721004,160.544514051264,36066.1630895134,9629.22420258526,284.603236533286,71851.6593505978,898.451631226011
"RO32","RO",1321.9,6.7,11.3,0.8,77.2,1025.84,14694,75570,4.7,137.6,0.00447415635300917,0.0624835809788278,44.5139,26.144,7437.93502331178,4714.07862697793,48.9413876473836,2240.56654559298,617.010665796153,68067.1679008028,523.255363259808,977.307513085691,99075.7802964855,2634.33881624564
"RO41","RO",66.9,11.4,13.5,0.8,76.2,674.44,514,1574200,5,111.6,0.00302238944644838,0.0260263639880256,44.5996,23.6859,1498.47493390159,4352.36643043453,72.9084714320337,2996.89752299115,312.864941486352,38631.7275515348,13171.525050395,292.924185344604,80427.479141901,895.058597399824
"RO42","RO",55.7,6.6,13.3,1.5,75.6,750.7,1595,1648380,4.6,127.7,0.00297322013231874,0.0401139160475986,45.7133,21.9876,3148.66665161334,4297.42362318513,73.2613407997832,2427.51823334161,417.052408155892,43440.7388172601,6595.61496601712,431.90778332242,75570.8785873959,1174.34009980355
"SK01","SK",328.8,7.83333333333333,7.9,4.7,79.3,715.17,2285,78640,3.4,108.9,0.00114099332130611,0.0515567688980752,48.2998,17.1607,8013.98463541978,4600.41338606196,141.955101016739,11170.6830428082,643.675551679231,75997.1743987383,385.309262954157,1609.74593483793,121364.054528728,3939.64682971123
"SK02","SK",123,4.1,7.7,2,78,471.62,1420.5,817390,4.7,110.9,0.000531858896189916,0.057994552010317,48.4057,18.0701,1848.23707966698,3781.2425978401,58.825238843026,4101.2352285787,277.60841148552,53574.9690754209,1208.47114144595,620.263165975067,76593.6576100783,1584.10608227254
"SK03","SK",82.7,7.4,10.2,3.2,77.2,583.78,1420.5,465740,6.7,112.2,0.000437617118684007,0.0513971955101232,48.796,19.3647,1774.93014957529,4091.90707555815,75.954622471078,5595.3649988592,331.167689643436,46436.4875428734,1052.52527519384,581.700123804501,71761.2031852542,1408.90569538108
"SK04","SK",103.9,12,15.4,2.7,77.6,630.22,556,539840,10.5,111.8,0.000477973882229201,0.0490039958125065,48.9446,21.2527,1825.45475098667,4746.19463981166,53.7032531713383,4595.30725488172,347.360453743432,40408.4526424952,731.705518939561,461.394700756403,58639.8386930302,1214.02785764488
"FR23","FR",183.262962962963,9.61304347826087,13.6961538461538,11.8115384615385,82.4153846153846,1167.79,415,1994140,9.7,105.410714285714,0.000566783926756306,0.00193183382064277,49.3107,0.9341,2888.10708310037,6322.8097030511,31.454166708796,1275.71653801859,287.79827079596,47905.6330995499,1287.18500938,1389.26225134543,48355.2459493046,2627.4386454028
"FR24","FR",65.4,9,11.6,12.3,82.7,597.56,195,2302910,8.9,104.3,0.000920986886362768,0.00196864357300819,47.55,1.5908,2588.00043340559,6288.47351587816,39.6745404614522,1091.03622132683,260.355158734799,62170.7462137422,1338.02284421641,1486.84037188694,58953.9600097594,2974.97589376262
"FR26","FR",183.262962962963,9.61304347826087,13.6961538461538,11.8115384615385,82.4153846153846,1256.2,8663.625,2415360,9.7,105.410714285714,0.00146572735109502,0.00343028866884689,47.0656,4.1819,3424.40086375264,5936.01685013904,38.6589096780496,1182.56571708098,300.946460515359,56801.2496228535,1629.6197160368,1647.23492467571,57334.3512658167,3115.32879768285
"FR30","FR",183.262962962963,9.61304347826087,13.6961538461538,11.8115384615385,82.4153846153846,1164.71,6164,2130000,9.7,105.410714285714,0.00119827081588465,0.00264838726108693,50.3672,2.8932,1598.17535980631,6789.66130269991,15.519741931977,1357.89551913517,300.093774085452,26509.2672164474,685.895225203936,768.768135849674,26758.0669171701,1453.93075175658
"FR41","FR",183.262962962963,9.61304347826087,13.6961538461538,11.8115384615385,82.4153846153846,1763.8,10674,3004300,9.7,105.410714285714,0.00234447169636138,0.00260043258654892,48.7255,6.2643,1728.60241534801,6028.93568318798,17.3989122798441,904.798357594773,320.339479646142,28672.68792394,1282.69462330397,831.507286305171,28941.7921627009,1572.58600804593
"FR51","FR",118.3,8.2,10.5,14.4,83.4,500.32,7204,2092730,6.9,107.5,0.00061753274455593,0.00156530670662035,47.4727,-0.8859,3481.67475508856,6516.41084102565,23.5233359548358,918.102011276389,292.293594656011,62415.8258086261,1563.47348812507,1623.72640418644,64189.1973148063,3174.61772811327
"FR52","FR",122.4,4.5,8.3,13.7,82.5,590.26,2054,1643670,6.7,106.7,0.000408512787164838,0.00095428825281582,48.0984,-2.6897,3764.95746345716,6116.70483819678,30.997247600434,1069.5472177659,325.113055616098,64889.9337923445,1613.50640936316,1506.44955938978,61979.9548849435,3017.85516494746
"FR61","FR",183.262962962963,9.61304347826087,13.6961538461538,11.8115384615385,82.4153846153846,1936.64,10146,4025650,9.7,105.410714285714,0.000382326004282849,0.00143077323897419,44.2823,-0.4929,1590.04191605168,5675.19004975389,18.0903969347181,1085.66628074061,340.089033275156,26374.3560926096,1936.71964620638,764.855716380235,26621.8896003831,1446.53139853794
"FR62","FR",183.262962962963,9.61304347826087,13.6961538461538,11.8115384615385,82.4153846153846,1266.14,13309,3546580,9.7,105.410714285714,0.000509085410418609,0.0017834790863345,43.8436,1.5622,1607.82721818786,5910.27999697573,16.8544281358748,1062.3755639003,352.747465073885,26669.36459963,1653.9395314062,773.410956257298,26919.6668760631,1462.71147386347
"FR71","FR",183.262962962963,9.61304347826087,13.6961538461538,11.8115384615385,82.4153846153846,1286.59,12628,2934530,9.7,105.410714285714,0.00102379098791118,0.00345913876063256,45.2864,5.2857,1186.67822092648,6415.98006782119,10.7595748202275,1035.89394338843,339.05636133076,19683.6785559572,1025.1550505162,570.826222640314,19868.4174736291,1079.57361953941
"FR82","FR",162.4,8.2,13.2,11.1,82.4153846153846,688.32,25090,802030,8,106.9,0.00119387535248077,0.0038851169710307,43.9434,5.9746,3120.12686353465,6210.7711899089,19.4826986545958,1197.71576313292,403.558229094085,64325.3619537804,740.116063118232,1681.04798701429,62663.2871709408,3359.93589074485
"HR04","HR",85.8,2.6,13.6,3.1,77.9,579.08,3410,1103790,7.5,109.6,0.00164731819057259,0.0596007320917476,45.6127,17.2044,4257.99342339318,3967.12367142596,49.179637776262,1042.37020104956,359.191361227971,45649.563788504,5154.29545109957,614.057413248506,73097.9267707087,1366.86506258654
"FI18","FI",36.6,8.2,8.8,24.8,82.4,342.38,455,1432590,7.7,109.7,0.00065546999723188,0.00670181076851028,60.8362,25.6751,4872.15288380684,6301.30380207418,98.9219999408075,1550.88479619124,953.608740992728,82782.9010249009,3051.89616241032,1702.50018715279,70877.4366857766,3895.91084215273
"FI1A","FI",6.3,8.6,10.5,26.1,82.4,388.16,3018,1336730,8.8,109.8,0.000201058176222406,0.00211697830683981,66.6044,25.3437,5334.69145393225,6956.61289729526,87.082442457854,1550.88479619124,372.153207894937,85374.3085202509,3609.65924159604,1634.78760198617,70603.5633454516,3633.27536286307
